Time (s)	O2 conc. (ppm)
207.05	2.103E+05	21.0
207.44	2.103E+05	21.0
207.83	2.103E+05	21.0
208.25	2.103E+05	21.0
208.65	2.103E+05	21.0
209.04	2.103E+05	21.0
209.46	2.103E+05	21.0
209.85	2.103E+05	21.0
210.27	2.103E+05	21.0
210.66	2.103E+05	21.0
211.06	2.103E+05	21.0
211.48	2.103E+05	21.0
211.87	2.103E+05	21.0
212.26	2.103E+05	21.0
212.68	2.103E+05	21.0
213.10	2.103E+05	21.0
213.52	2.103E+05	21.0
213.92	2.103E+05	21.0
214.33	2.103E+05	21.0
214.73	2.103E+05	21.0
215.14	2.103E+05	21.0
215.56	2.103E+05	21.0
215.98	2.102E+05	21.0
216.38	2.103E+05	21.0
216.83	2.103E+05	21.0
217.25	2.103E+05	21.0
217.64	2.103E+05	21.0
218.06	2.102E+05	21.0
218.47	2.103E+05	21.0
218.88	2.102E+05	21.0
219.30	2.102E+05	21.0
219.72	2.103E+05	21.0
220.14	2.103E+05	21.0
220.55	2.103E+05	21.0
220.97	2.102E+05	21.0
221.37	2.103E+05	21.0
221.76	2.103E+05	21.0
222.18	2.103E+05	21.0
222.57	2.102E+05	21.0
222.99	2.102E+05	21.0
223.41	2.103E+05	21.0
223.81	2.103E+05	21.0
224.21	2.102E+05	21.0
224.65	2.102E+05	21.0
225.07	2.102E+05	21.0
225.49	2.102E+05	21.0
225.94	2.103E+05	21.0
226.36	2.102E+05	21.0
226.76	2.102E+05	21.0
227.15	2.102E+05	21.0
227.57	2.102E+05	21.0
227.97	2.102E+05	21.0
228.38	2.102E+05	21.0
228.80	2.102E+05	21.0
229.23	2.102E+05	21.0
229.65	2.102E+05	21.0
230.04	2.102E+05	21.0
230.46	2.102E+05	21.0
230.88	2.102E+05	21.0
231.30	2.102E+05	21.0
231.72	2.102E+05	21.0
232.14	2.102E+05	21.0
232.56	2.102E+05	21.0
232.98	2.102E+05	21.0
233.40	2.102E+05	21.0
233.84	2.102E+05	21.0
234.26	2.102E+05	21.0
234.68	2.102E+05	21.0
235.10	2.102E+05	21.0
235.52	2.102E+05	21.0
235.94	2.102E+05	21.0
236.35	2.102E+05	21.0
236.77	2.102E+05	21.0
237.20	2.102E+05	21.0
237.59	2.102E+05	21.0
238.01	2.102E+05	21.0
238.43	2.102E+05	21.0
238.85	2.102E+05	21.0
239.26	2.102E+05	21.0
239.69	2.102E+05	21.0
240.11	2.102E+05	21.0
240.53	2.102E+05	21.0
240.95	2.102E+05	21.0
241.37	2.102E+05	21.0
241.79	2.102E+05	21.0
242.21	2.102E+05	21.0
242.63	2.102E+05	21.0
243.05	2.102E+05	21.0
243.50	2.102E+05	21.0
243.92	2.101E+05	21.0
244.34	2.101E+05	21.0
244.79	2.101E+05	21.0
245.21	2.101E+05	21.0
245.63	2.102E+05	21.0
246.05	2.101E+05	21.0
246.47	2.101E+05	21.0
246.89	2.102E+05	21.0
247.32	2.102E+05	21.0
247.74	2.102E+05	21.0
248.15	2.102E+05	21.0
248.60	2.102E+05	21.0
249.04	2.102E+05	21.0
249.46	2.102E+05	21.0
249.92	2.101E+05	21.0
250.37	2.102E+05	21.0
250.78	2.102E+05	21.0
251.23	2.102E+05	21.0
251.65	2.102E+05	21.0
252.07	2.102E+05	21.0
252.49	2.102E+05	21.0
252.91	2.102E+05	21.0
253.33	2.101E+05	21.0
253.75	2.102E+05	21.0
254.20	2.102E+05	21.0
254.64	2.102E+05	21.0
255.07	2.102E+05	21.0
255.51	2.102E+05	21.0
255.96	2.102E+05	21.0
256.41	2.102E+05	21.0
256.86	2.101E+05	21.0
257.28	2.101E+05	21.0
257.73	2.102E+05	21.0
258.18	2.102E+05	21.0
258.63	2.102E+05	21.0
259.07	2.102E+05	21.0
259.52	2.102E+05	21.0
259.94	2.102E+05	21.0
260.36	2.102E+05	21.0
260.78	2.102E+05	21.0
261.23	2.102E+05	21.0
261.67	2.102E+05	21.0
262.09	2.102E+05	21.0
262.53	2.102E+05	21.0
262.96	2.102E+05	21.0
263.40	2.102E+05	21.0
263.85	2.102E+05	21.0
264.29	2.102E+05	21.0
264.77	2.102E+05	21.0
265.22	2.102E+05	21.0
265.64	2.102E+05	21.0
266.09	2.102E+05	21.0
266.54	2.101E+05	21.0
266.98	2.101E+05	21.0
267.43	2.101E+05	21.0
267.85	2.102E+05	21.0
268.30	2.102E+05	21.0
268.75	2.102E+05	21.0
269.22	2.101E+05	21.0
269.67	2.102E+05	21.0
270.12	2.102E+05	21.0
270.57	2.101E+05	21.0
271.02	2.101E+05	21.0
271.46	2.102E+05	21.0
271.91	2.102E+05	21.0
272.36	2.102E+05	21.0
272.80	2.101E+05	21.0
273.26	2.101E+05	21.0
273.70	2.101E+05	21.0
274.18	2.101E+05	21.0
274.62	2.101E+05	21.0
275.07	2.101E+05	21.0
275.51	2.101E+05	21.0
275.96	2.101E+05	21.0
276.41	2.101E+05	21.0
276.85	2.101E+05	21.0
277.30	2.101E+05	21.0
277.75	2.101E+05	21.0
278.22	2.101E+05	21.0
278.67	2.101E+05	21.0
279.12	2.101E+05	21.0
279.56	2.101E+05	21.0
280.01	2.101E+05	21.0
280.46	2.101E+05	21.0
280.91	2.101E+05	21.0
281.36	2.101E+05	21.0
281.80	2.101E+05	21.0
282.25	2.101E+05	21.0
282.69	2.101E+05	21.0
283.14	2.100E+05	21.0
283.59	2.101E+05	21.0
284.03	2.101E+05	21.0
284.48	2.100E+05	21.0
284.93	2.101E+05	21.0
285.37	2.101E+05	21.0
285.82	2.100E+05	21.0
286.27	2.101E+05	21.0
286.72	2.101E+05	21.0
287.17	2.101E+05	21.0
287.64	2.101E+05	21.0
288.08	2.101E+05	21.0
288.53	2.101E+05	21.0
288.98	2.101E+05	21.0
289.45	2.101E+05	21.0
289.90	2.101E+05	21.0
290.34	2.101E+05	21.0
290.79	2.101E+05	21.0
291.24	2.101E+05	21.0
291.69	2.101E+05	21.0
292.16	2.101E+05	21.0
292.63	2.101E+05	21.0
293.13	2.101E+05	21.0
293.57	2.101E+05	21.0
294.03	2.101E+05	21.0
294.47	2.101E+05	21.0
294.92	2.101E+05	21.0
295.36	2.101E+05	21.0
295.84	2.101E+05	21.0
296.28	2.101E+05	21.0
296.73	2.101E+05	21.0
297.21	2.101E+05	21.0
297.68	2.101E+05	21.0
298.15	2.101E+05	21.0
298.60	2.101E+05	21.0
299.05	2.101E+05	21.0
299.52	2.101E+05	21.0
300.00	2.101E+05	21.0
300.47	2.101E+05	21.0
300.94	2.101E+05	21.0
301.41	2.101E+05	21.0
301.89	2.101E+05	21.0
302.36	2.101E+05	21.0
302.84	2.101E+05	21.0
303.28	2.101E+05	21.0
303.76	2.101E+05	21.0
304.21	2.101E+05	21.0
304.68	2.101E+05	21.0
305.15	2.101E+05	21.0
305.62	2.101E+05	21.0
306.10	2.101E+05	21.0
306.58	2.100E+05	21.0
307.06	2.100E+05	21.0
307.53	2.100E+05	21.0
308.01	2.100E+05	21.0
308.48	2.100E+05	21.0
308.95	2.100E+05	21.0
309.43	2.100E+05	21.0
309.90	2.100E+05	21.0
310.37	2.100E+05	21.0
310.85	2.100E+05	21.0
311.32	2.101E+05	21.0
311.80	2.100E+05	21.0
312.30	2.100E+05	21.0
312.78	2.100E+05	21.0
313.25	2.100E+05	21.0
313.72	2.101E+05	21.0
314.20	2.100E+05	21.0
314.67	2.101E+05	21.0
315.15	2.100E+05	21.0
315.62	2.100E+05	21.0
316.09	2.100E+05	21.0
316.56	2.101E+05	21.0
317.02	2.100E+05	21.0
317.49	2.100E+05	21.0
317.99	2.101E+05	21.0
318.46	2.100E+05	21.0
318.94	2.100E+05	21.0
319.41	2.100E+05	21.0
319.86	2.100E+05	21.0
320.34	2.100E+05	21.0
320.81	2.100E+05	21.0
321.28	2.100E+05	21.0
321.75	2.100E+05	21.0
322.23	2.100E+05	21.0
322.70	2.100E+05	21.0
323.23	2.100E+05	21.0
323.73	2.100E+05	21.0
324.20	2.100E+05	21.0
324.70	2.100E+05	21.0
325.21	2.100E+05	21.0
325.70	2.100E+05	21.0
326.18	2.100E+05	21.0
326.68	2.100E+05	21.0
327.15	2.100E+05	21.0
327.63	2.100E+05	21.0
328.10	2.100E+05	21.0
328.60	2.100E+05	21.0
329.10	2.100E+05	21.0
329.57	2.100E+05	21.0
330.05	2.100E+05	21.0
330.55	2.100E+05	21.0
331.02	2.100E+05	21.0
331.52	2.100E+05	21.0
332.02	2.100E+05	21.0
332.50	2.100E+05	21.0
333.00	2.100E+05	21.0
